accession	seq_len	N_count	nearest_clade	dist_to_nearest_clade
EPI_ISL_421549	29623	0	19B-3	0
EPI_ISL_461564	29623	1896	20B-2	0
EPI_ISL_542963	29623	1118	20C-1	0
EPI_ISL_470880	29623	874	19A-3	0
EPI_ISL_569071	29623	0	20A-1	0
EPI_ISL_466559	29623	273	20B-2	0
EPI_ISL_516882	29623	2042	20A-3	0
EPI_ISL_524332	29623	1740	20A-3	0
EPI_ISL_536165	29623	594	20C-1	0
EPI_ISL_464793	29623	14	20A-3	0
EPI_ISL_531358	29623	2	20B-1	1
EPI_ISL_417960	29623	61	19B-3	0
EPI_ISL_434933	29623	291	20C-1	0
EPI_ISL_469943	29623	0	20B-2	0
EPI_ISL_484638	29623	0	20B-2	0
EPI_ISL_533272	29623	1487	20B-2	0
EPI_ISL_537550	29623	528	20C-1	0
EPI_ISL_540341	29623	1	20A-3	0
EPI_ISL_451198	29623	0	20A-3	0
EPI_ISL_474246	29623	703	20A-3	0
EPI_ISL_440654	29623	1401	20A-2	0
EPI_ISL_546351	29623	507	20A-3	0
EPI_ISL_489150	29623	2	20B-1	0
EPI_ISL_574916	29623	7	19A-1	0
EPI_ISL_541501	29623	234	20A-1	0
EPI_ISL_482058	29623	0	20B-2	0
EPI_ISL_486332	29623	0	20C-1	0
EPI_ISL_509086	29623	0	20C-1	0
EPI_ISL_509087	29623	0	20C-1	0
EPI_ISL_459717	29623	472	20A-3	0
EPI_ISL_481848	29623	0	19A-4	0
EPI_ISL_555681	29623	0	20A-3	0
EPI_ISL_562388	29623	1557	20B-2	0
EPI_ISL_475371	29623	6	20B-1	0
EPI_ISL_550137	29623	271	20A-3	0
EPI_ISL_442437	29623	269	20A-3	0
EPI_ISL_518840	29623	0	20B-2	0
EPI_ISL_547118	29623	0	20C-1	0
EPI_ISL_547162	29623	0	20C-1	0
EPI_ISL_546232	29623	0	20C-1	0
EPI_ISL_545995	29623	0	20C-1	0
EPI_ISL_566559	29623	0	20A-3	0
EPI_ISL_507170	29623	1309	20A-3	0
EPI_ISL_418024	29623	0	20A-3	0
EPI_ISL_452693	29623	222	19B-4	0
EPI_ISL_526306	29623	269	20A-1	0
EPI_ISL_567389	29623	116	20B-2	0
EPI_ISL_499874	29623	424	20B-2	0
EPI_ISL_452249	29623	766	20A-3	0
EPI_ISL_454229	29623	0	20B-2	0
EPI_ISL_474573	29623	486	20B-2	0
EPI_ISL_517063	29623	181	20B-1	0
EPI_ISL_527048	29623	0	20A-3	0
EPI_ISL_527062	29623	0	20A-3	0
EPI_ISL_546264	29623	0	20C-1	0
EPI_ISL_515437	29623	0	20A-3	0
EPI_ISL_523690	29623	0	20A-3	0
EPI_ISL_426732	29623	159	19B-4	1
EPI_ISL_476822	29623	0	20A-3	0
EPI_ISL_568591	29623	0	20A-2	0
EPI_ISL_414477	29623	21	20A-3	0
EPI_ISL_561179	29623	221	20A-3	1
EPI_ISL_417078	29623	700	19B-3	0
EPI_ISL_446417	29623	280	20B-2	0
EPI_ISL_495457	29623	0	20A-1	0
EPI_ISL_495434	29623	0	20A-1	0
EPI_ISL_458736	29623	295	19A-1	0
EPI_ISL_418271	29623	220	20B-2	0
EPI_ISL_464176	29623	289	19A-4	0
EPI_ISL_546216	29623	1	20B-2	0
EPI_ISL_536754	29623	218	20A-3	0
EPI_ISL_536965	29623	2372	20B-2	0
EPI_ISL_409067	29623	1	19A-1	1
EPI_ISL_424189	29623	58	20C-1	0
EPI_ISL_493452	29623	2	20B-2	1
EPI_ISL_507781	29623	0	20C-1	0
EPI_ISL_567688	29623	3	20B-2	0
EPI_ISL_541714	29623	1	20B-2	0
EPI_ISL_490508	29623	1011	19A-1	1
EPI_ISL_478471	59246	3175	20B-2	0
EPI_ISL_456611	29623	187	19A-3	0
EPI_ISL_563587	29623	0	20B-2	0
EPI_ISL_514387	29623	892	20B-2	0
EPI_ISL_466235	29623	1	19A-4	0
EPI_ISL_547865	29623	77	20C-1	1
EPI_ISL_474958	29623	0	20B-2	1
EPI_ISL_449375	29623	2112	19A-1	0
EPI_ISL_519297	29623	0	20B-2	0
EPI_ISL_422295	29623	775	20A-3	0
EPI_ISL_534729	29623	0	20B-2	0
EPI_ISL_562148	29623	309	20B-2	0
EPI_ISL_443863	29623	389	20B-1	0
EPI_ISL_544095	29623	0	20C-1	0
EPI_ISL_420761	29623	199	20C-1	0
EPI_ISL_548634	29623	2	20A-3	0
EPI_ISL_423615	29623	729	20B-2	0
EPI_ISL_546449	29623	219	20C-1	0
EPI_ISL_565681	29623	272	20B-2	0
EPI_ISL_497773	29623	1	20A-3	0
EPI_ISL_441572	29623	295	20B-2	0
EPI_ISL_439384	29623	297	20A-3	0
EPI_ISL_511103	29623	0	20B-2	0
EPI_ISL_500877	29623	263	20B-2	0
EPI_ISL_577940	29623	0	20A-3	0
EPI_ISL_459060	29623	295	20B-2	0
EPI_ISL_509202	29623	0	20A-1	0
EPI_ISL_538684	29623	1370	20A-3	0
EPI_ISL_542073	29623	0	20A-3	0
EPI_ISL_542074	29623	0	20A-3	0
EPI_ISL_572262	29623	9	20C-1	0
EPI_ISL_531890	29623	1	20B-2	0
EPI_ISL_563070	29623	0	20B-2	0
EPI_ISL_533425	29623	0	20B-2	0
EPI_ISL_449198	29623	109	20A-3	0
EPI_ISL_473411	29623	1342	20B-2	0
EPI_ISL_422661	29623	0	19A-1	0
EPI_ISL_465561	29623	13	20B-2	0
EPI_ISL_546282	29623	218	20C-1	0
EPI_ISL_452633	29623	15	20B-2	0
EPI_ISL_532198	29623	2	20B-1	0
EPI_ISL_451851	29623	174	20A-3	0
EPI_ISL_441110	29623	256	20A-3	0
EPI_ISL_422168	29623	140	20B-2	0
EPI_ISL_472647	29623	770	20B-2	0
EPI_ISL_490719	29623	788	20B-2	0
EPI_ISL_569277	29623	0	20C-1	0
EPI_ISL_467429	29623	2	19B-3	0
EPI_ISL_536711	29623	2	20C-1	1
EPI_ISL_553118	29623	1	20B-2	0
EPI_ISL_435031	29623	0	20C-1	0
EPI_ISL_543703	29623	0	20C-1	0
EPI_ISL_562865	29623	1	20B-2	0
EPI_ISL_427639	29623	0	20C-1	0
EPI_ISL_456564	29623	436	20A-1	0
EPI_ISL_510724	29623	5	20B-1	0
EPI_ISL_500706	29623	0	19B-2	0
EPI_ISL_523801	29623	1294	20A-3	0
EPI_ISL_566244	29623	0	20B-2	1
EPI_ISL_575414	29623	0	20B-2	1
EPI_ISL_567198	29623	0	20B-2	1
EPI_ISL_575656	29623	0	20B-2	1
EPI_ISL_566358	29623	0	20B-2	1
EPI_ISL_566319	29623	0	20B-2	1
EPI_ISL_566202	29623	0	20B-2	1
EPI_ISL_542233	29623	42	20A-3	0
EPI_ISL_469711	29623	240	20B-2	0
EPI_ISL_475665	29623	0	20C-1	0
EPI_ISL_482351	29623	0	20A-1	0
EPI_ISL_482354	29623	0	20A-1	0
EPI_ISL_482446	29623	0	20A-1	0
EPI_ISL_482388	29623	0	20A-1	0
EPI_ISL_546905	29623	0	20B-2	0
EPI_ISL_492071	29623	0	20B-2	0
EPI_ISL_540774	29623	221	20B-2	0
EPI_ISL_508840	29623	0	20A-1	0
EPI_ISL_553438	29623	0	20B-2	0
EPI_ISL_544794	29623	507	20C-1	0
EPI_ISL_517845	29623	381	20C-1	0
EPI_ISL_489050	29623	0	19A-4	0
EPI_ISL_540317	29623	1	20B-2	1
EPI_ISL_519680	29623	0	20B-2	0
EPI_ISL_490980	29623	77	20C-1	0
EPI_ISL_436810	29623	1313	20C-1	0
EPI_ISL_452141	29623	406	20B-2	1
EPI_ISL_458955	29623	152	19A-4	0
EPI_ISL_484374	29623	5	20B-1	0
EPI_ISL_565790	29623	1	20B-2	0
EPI_ISL_552247	29623	0	20B-2	1
EPI_ISL_530569	29623	281	20A-1	0
EPI_ISL_486175	29623	651	20B-2	0
EPI_ISL_440717	29623	296	20B-1	0
EPI_ISL_488824	29623	0	19A-4	0
EPI_ISL_549992	29623	2	20A-1	0
EPI_ISL_500396	29623	121	19B-4	0
EPI_ISL_437006	29623	0	20C-1	0
EPI_ISL_500375	29623	96	20C-1	0
EPI_ISL_507177	29623	270	20A-1	1
EPI_ISL_543099	29623	0	20C-1	0
EPI_ISL_541084	29623	2576	20A-3	0
EPI_ISL_470406	29623	265	19A-4	0
EPI_ISL_449976	29623	2058	20C-1	0
EPI_ISL_474855	29623	190	19B-2	0
EPI_ISL_510171	29623	190	19B-2	0
EPI_ISL_458600	29623	296	20B-2	0
EPI_ISL_493697	29623	245	20B-1	0
EPI_ISL_420276	29623	2	19A-4	0
EPI_ISL_477761	29623	270	20B-1	0
EPI_ISL_538223	29623	1204	20A-3	0
EPI_ISL_422343	29623	1412	20B-2	0
EPI_ISL_445538	29623	2047	20B-2	0
EPI_ISL_425903	29623	218	20B-1	0
EPI_ISL_560899	29623	53	20A-3	0
EPI_ISL_541227	29623	300	20C-1	1
EPI_ISL_536194	29623	765	20C-1	0
EPI_ISL_510317	29623	31	20A-3	0
EPI_ISL_428460	29623	53	19A-1	0
EPI_ISL_555075	29623	0	20B-2	0
EPI_ISL_478142	29623	0	20B-1	0
EPI_ISL_464612	29623	727	19A-4	0
EPI_ISL_446426	29623	273	20A-3	0
EPI_ISL_510631	29623	0	20C-1	0
EPI_ISL_510665	29623	0	20C-1	0
EPI_ISL_427314	29623	0	20A-3	0
EPI_ISL_522842	29623	0	20C-1	0
EPI_ISL_520953	29623	527	20B-2	0
EPI_ISL_544219	29623	227	20C-1	0
EPI_ISL_536712	29623	252	20C-1	1
EPI_ISL_440853	29623	0	20B-2	0
EPI_ISL_556681	29623	137	20A-3	0
EPI_ISL_472448	29623	789	20B-2	0
EPI_ISL_446705	29623	555	20B-2	0
EPI_ISL_475744	29623	865	20B-2	0
EPI_ISL_513489	29623	0	19B-3	0
EPI_ISL_427585	29623	0	20C-1	0
EPI_ISL_450050	29623	0	20C-1	0
EPI_ISL_427588	29623	0	20C-1	0
EPI_ISL_454379	29623	0	20C-1	0
EPI_ISL_477676	29623	0	20C-1	0
EPI_ISL_450030	29623	0	20C-1	0
EPI_ISL_417009	29623	0	19A-4	0
EPI_ISL_552425	29623	607	20A-3	0
EPI_ISL_564792	29623	235	20B-2	0
EPI_ISL_461562	29623	283	20B-1	0
EPI_ISL_557585	29623	662	20B-2	0
EPI_ISL_527968	29623	187	20A-3	0
EPI_ISL_436661	29623	0	19A-1	0
EPI_ISL_526813	29623	0	20A-2	0
EPI_ISL_438639	29623	1044	20C-1	0
EPI_ISL_537767	29623	1846	20A-3	0
EPI_ISL_476858	29623	0	20A-1	1
EPI_ISL_545934	29623	0	19B-2	1
EPI_ISL_496339	29623	639	20A-3	0
EPI_ISL_540747	29623	268	20B-2	0
EPI_ISL_453338	29623	2229	20B-2	0
EPI_ISL_541464	29623	2	20A-1	0
EPI_ISL_547645	29623	72	20C-1	0
EPI_ISL_517621	29623	256	20A-3	1
EPI_ISL_508074	29623	2893	20A-3	3
EPI_ISL_543287	29623	508	20C-1	0
EPI_ISL_555839	29623	0	20B-2	0
EPI_ISL_512460	29623	222	20B-2	0
EPI_ISL_455318	29623	0	19A-1	1
EPI_ISL_475795	29623	0	20B-2	0
EPI_ISL_473549	29623	0	20B-2	0
EPI_ISL_458171	29623	0	20B-2	0
EPI_ISL_417734	29623	0	20B-2	0
EPI_ISL_488310	29623	0	20B-2	0
EPI_ISL_417426	29623	0	20B-2	0
EPI_ISL_455851	29623	0	20B-2	0
EPI_ISL_498031	29623	0	20B-2	0
EPI_ISL_422812	29623	0	20B-2	0
EPI_ISL_413604	29623	0	20B-2	0
EPI_ISL_428869	29623	0	20B-2	0
EPI_ISL_454461	29623	0	20B-2	0
EPI_ISL_429499	29623	0	20B-2	0
EPI_ISL_416475	29623	0	20B-2	0
EPI_ISL_500108	29623	0	20B-2	0
EPI_ISL_455860	29623	0	20B-2	0
EPI_ISL_425952	29623	0	20B-2	0
EPI_ISL_547534	29623	0	20B-2	0
EPI_ISL_429308	29623	0	20B-2	0
EPI_ISL_414446	29623	0	20B-2	0
EPI_ISL_413647	29623	0	20B-2	0
EPI_ISL_429473	29623	0	20B-2	0
EPI_ISL_417429	29623	0	20B-2	0
EPI_ISL_415514	29623	0	20B-2	0
EPI_ISL_471553	29623	0	20B-2	0
EPI_ISL_432277	29623	0	20B-2	0
EPI_ISL_422823	29623	0	20B-2	0
EPI_ISL_422825	29623	0	20B-2	0
EPI_ISL_417235	29623	0	20B-2	0
EPI_ISL_454451	29623	0	20B-2	0
EPI_ISL_454452	29623	0	20B-2	0
EPI_ISL_454453	29623	0	20B-2	0
EPI_ISL_428872	29623	0	20B-2	0
EPI_ISL_547528	29623	0	20B-2	0
EPI_ISL_420444	29623	0	20B-2	0
EPI_ISL_420446	29623	0	20B-2	0
EPI_ISL_420448	29623	0	20B-2	0
EPI_ISL_414433	29623	0	20B-2	0
EPI_ISL_416730	29623	0	20B-2	0
EPI_ISL_547468	29623	0	20B-2	0
EPI_ISL_414439	29623	0	20B-2	0
EPI_ISL_422721	29623	0	20B-2	0
EPI_ISL_415502	29623	0	20B-2	0
EPI_ISL_454447	29623	0	20B-2	0
EPI_ISL_460720	29623	0	20B-2	0
EPI_ISL_417293	29623	0	20B-2	0
EPI_ISL_482746	29623	0	20B-2	0
EPI_ISL_414423	29623	0	20B-2	0
EPI_ISL_437961	29623	0	20B-2	0
EPI_ISL_416028	29623	0	20B-2	0
EPI_ISL_462200	29623	0	20B-2	0
EPI_ISL_418270	29623	0	20B-2	0
EPI_ISL_417986	29623	0	20B-2	0
EPI_ISL_418548	29623	0	20B-2	0
EPI_ISL_415533	29623	0	20B-2	0
EPI_ISL_422593	29623	0	20B-2	0
EPI_ISL_438030	29623	0	20B-2	0
EPI_ISL_455244	29623	0	20B-2	0
EPI_ISL_461292	29623	0	20B-2	0
EPI_ISL_428862	29623	0	20B-2	0
EPI_ISL_454438	29623	0	20B-2	0
EPI_ISL_571621	29623	0	20B-2	0
EPI_ISL_471528	29623	0	20B-2	0
EPI_ISL_538991	29623	0	20B-2	0
EPI_ISL_415529	29623	0	20B-2	0
EPI_ISL_473562	29623	0	20B-2	0
EPI_ISL_415523	29623	0	20B-2	0
EPI_ISL_414552	29623	0	20B-2	0
EPI_ISL_422583	29623	0	20B-2	0
EPI_ISL_433636	29623	0	20B-2	0
EPI_ISL_461207	29623	0	20B-2	0
EPI_ISL_461127	29623	0	20B-2	0
EPI_ISL_420321	29623	0	20B-2	0
EPI_ISL_437519	29623	0	20B-2	0
EPI_ISL_461289	29623	0	20B-2	0
EPI_ISL_437218	29623	0	20B-2	0
EPI_ISL_417868	29623	0	20B-2	0
EPI_ISL_450197	29623	0	20B-2	0
EPI_ISL_414014	29623	0	20B-2	0
EPI_ISL_415496	29623	0	20B-2	0
EPI_ISL_571223	29623	0	20B-2	0
EPI_ISL_414017	29623	0	20B-2	0
EPI_ISL_488262	29623	0	20B-2	0
EPI_ISL_417863	29623	0	20B-2	0
EPI_ISL_414564	29623	0	20B-2	0
EPI_ISL_416479	29623	0	20B-2	0
EPI_ISL_500099	29623	0	20B-2	0
EPI_ISL_539850	29623	0	20B-2	0
EPI_ISL_539851	29623	0	20B-2	0
EPI_ISL_422674	29623	0	20B-2	0
EPI_ISL_416476	29623	0	20B-2	0
EPI_ISL_482989	29623	0	20B-2	0
EPI_ISL_420314	29623	0	20B-2	0
EPI_ISL_417272	29623	0	20B-2	0
EPI_ISL_455893	29623	0	20B-2	0
EPI_ISL_455892	29623	0	20B-2	0
EPI_ISL_455897	29623	0	20B-2	0
EPI_ISL_455894	29623	0	20B-2	0
EPI_ISL_422576	29623	0	20B-2	0
EPI_ISL_417817	29623	0	20B-2	0
EPI_ISL_455904	29623	0	20B-2	0
EPI_ISL_454883	29623	0	20B-2	0
EPI_ISL_454881	29623	0	20B-2	0
EPI_ISL_416467	29623	0	20B-2	0
EPI_ISL_488371	29623	0	20B-2	0
EPI_ISL_455879	29623	0	20B-2	0
EPI_ISL_422766	29623	0	20B-2	0
EPI_ISL_455875	29623	0	20B-2	0
EPI_ISL_455874	29623	0	20B-2	0
EPI_ISL_455871	29623	0	20B-2	0
EPI_ISL_500084	29623	0	20B-2	0
EPI_ISL_416468	29623	0	20B-2	0
EPI_ISL_418802	29623	0	20B-2	0
EPI_ISL_433658	29623	0	20B-2	0
EPI_ISL_417681	29623	0	20B-2	0
EPI_ISL_460716	29623	0	20B-2	0
EPI_ISL_460717	29623	0	20B-2	0
EPI_ISL_415463	29623	0	20B-2	0
EPI_ISL_478049	29623	0	20B-2	0
EPI_ISL_438045	29623	0	20B-2	0
EPI_ISL_438046	29623	0	20B-2	0
EPI_ISL_414643	29623	0	20B-2	0
EPI_ISL_422561	29623	0	20B-2	0
EPI_ISL_475832	29623	0	20B-2	0
EPI_ISL_480100	29623	0	20B-2	0
EPI_ISL_454870	29623	0	20B-2	0
EPI_ISL_417829	29623	0	20B-2	0
EPI_ISL_413584	29623	0	20B-2	0
EPI_ISL_422659	29623	0	20B-2	0
EPI_ISL_465868	29623	0	20B-2	0
EPI_ISL_417252	29623	0	20B-2	0
EPI_ISL_422898	29623	0	20B-2	0
EPI_ISL_454775	29623	0	20B-2	0
EPI_ISL_422797	29623	0	20B-2	0
EPI_ISL_437246	29623	0	20B-2	0
EPI_ISL_422798	29623	0	20B-2	0
EPI_ISL_422799	29623	0	20B-2	0
EPI_ISL_577916	29623	0	20A-2	0
EPI_ISL_555514	29623	116	20B-2	1
EPI_ISL_542290	29623	117	20A-3	0
EPI_ISL_542351	29623	117	20A-3	0
EPI_ISL_542338	29623	117	20A-3	0
EPI_ISL_542315	29623	117	20A-3	0
EPI_ISL_542343	29623	117	20A-3	0
EPI_ISL_542305	29623	117	20A-3	0
EPI_ISL_542300	29623	117	20A-3	0
EPI_ISL_568521	29623	0	20B-1	0
EPI_ISL_427569	29623	0	20C-1	0
EPI_ISL_495334	29623	0	20A-1	0
EPI_ISL_433694	29623	256	20B-2	0
EPI_ISL_489720	29623	0	20A-1	0
EPI_ISL_432071	29623	1322	20A-3	0
EPI_ISL_577639	29623	1300	20B-2	0
EPI_ISL_465061	29623	631	19A-4	0
EPI_ISL_451991	29623	0	20A-3	0
EPI_ISL_466688	29623	0	20B-2	0
EPI_ISL_546409	29623	2	20C-1	0
EPI_ISL_436540	29623	2367	20C-1	0
EPI_ISL_486132	29623	9	20B-2	0
EPI_ISL_554033	29623	0	20B-2	0
EPI_ISL_450834	29623	0	20C-1	0
EPI_ISL_418657	29623	0	20A-3	0
EPI_ISL_538682	29623	1812	19B-4	0
EPI_ISL_437065	29623	0	19A-1	0
EPI_ISL_464930	29623	550	19A-4	0
EPI_ISL_462938	29623	2055	20C-1	0
EPI_ISL_527701	29623	0	20C-1	0
EPI_ISL_563489	29623	2	20B-2	0
EPI_ISL_553314	29623	3	20B-2	0
EPI_ISL_421832	29623	449	19A-4	0
EPI_ISL_548110	29623	2	20A-1	0
EPI_ISL_526389	29623	1	20B-2	1
EPI_ISL_526390	29623	1	20B-2	1
EPI_ISL_454641	29623	0	20A-3	0
EPI_ISL_548712	29623	0	20C-1	0
EPI_ISL_473477	29623	1	20B-2	0
EPI_ISL_556579	29623	1570	20B-2	0
EPI_ISL_518086	29623	0	20B-2	0
EPI_ISL_550802	29623	1	20A-1	0
EPI_ISL_540580	29623	531	20B-2	1
EPI_ISL_510073	29623	258	20B-2	0
EPI_ISL_487912	29623	0	19A-4	0
EPI_ISL_526444	29623	758	20B-2	0
EPI_ISL_417270	29623	32	19A-4	0
EPI_ISL_459719	29623	307	20A-2	0
EPI_ISL_449159	29623	0	20B-2	1
EPI_ISL_453560	29623	0	20B-2	1
EPI_ISL_446255	29623	788	20A-3	0
EPI_ISL_495435	29623	143	20B-2	0
EPI_ISL_547738	29623	662	20B-2	0
EPI_ISL_489760	29623	0	20C-1	0
EPI_ISL_439580	29623	1142	20B-2	0
EPI_ISL_489786	29623	0	20C-1	0
EPI_ISL_445578	29623	1840	20A-3	0
EPI_ISL_414455	29623	392	20B-2	0
EPI_ISL_532807	29623	0	20A-3	0
EPI_ISL_507738	29623	290	20C-1	0
EPI_ISL_564601	29623	2	20B-2	0
EPI_ISL_474065	29623	0	20A-3	0
EPI_ISL_541104	29623	940	20A-3	0
EPI_ISL_538510	29623	0	20A-1	0
EPI_ISL_534402	29623	0	20B-2	0
EPI_ISL_531184	29623	0	20B-2	0
EPI_ISL_530810	29623	0	20B-2	0
EPI_ISL_531168	29623	0	20B-2	0
EPI_ISL_530881	29623	0	20B-2	0
EPI_ISL_536888	29623	0	20B-2	0
EPI_ISL_530822	29623	0	20B-2	0
EPI_ISL_536865	29623	0	20B-2	0
EPI_ISL_531111	29623	0	20B-2	0
EPI_ISL_438690	29623	1	20B-2	0
EPI_ISL_468971	29623	442	20A-3	0
EPI_ISL_531437	29623	0	20B-2	0
EPI_ISL_530536	29623	0	20B-2	0
EPI_ISL_540062	29623	0	20B-2	0
EPI_ISL_529688	29623	0	20B-2	0
EPI_ISL_552175	29623	0	20B-2	0
EPI_ISL_549958	29623	0	20B-2	0
EPI_ISL_530672	29623	0	20B-2	0
EPI_ISL_568322	29623	0	20B-2	0
EPI_ISL_552557	29623	0	20B-2	0
EPI_ISL_559964	29623	0	20B-2	0
EPI_ISL_530534	29623	0	20B-2	0
EPI_ISL_559966	29623	0	20B-2	0
EPI_ISL_550522	29623	0	20B-2	0
EPI_ISL_577372	29623	0	20B-2	0
EPI_ISL_560158	29623	0	20B-2	0
EPI_ISL_552675	29623	0	20B-2	0
EPI_ISL_552558	29623	0	20B-2	0
EPI_ISL_568439	29623	0	20B-2	0
EPI_ISL_568454	29623	0	20B-2	0
EPI_ISL_577013	29623	0	20B-2	0
EPI_ISL_550561	29623	0	20B-2	0
EPI_ISL_550991	29623	0	20B-2	0
EPI_ISL_540205	29623	0	20B-2	0
EPI_ISL_568453	29623	0	20B-2	0
EPI_ISL_550015	29623	0	20B-2	0
EPI_ISL_568297	29623	0	20B-2	0
EPI_ISL_552402	29623	0	20B-2	0
EPI_ISL_551130	29623	0	20B-2	0
EPI_ISL_550620	29623	0	20B-2	0
EPI_ISL_550050	29623	0	20B-2	0
EPI_ISL_535108	29623	0	20B-2	0
EPI_ISL_573645	29623	0	20B-2	0
EPI_ISL_531629	29623	0	20B-2	0
EPI_ISL_550318	29623	0	20B-2	0
EPI_ISL_550968	29623	0	20B-2	0
EPI_ISL_550944	29623	0	20B-2	0
EPI_ISL_552255	29623	0	20B-2	0
EPI_ISL_552140	29623	0	20B-2	0
EPI_ISL_568385	29623	0	20B-2	0
EPI_ISL_568311	29623	0	20B-2	0
EPI_ISL_531180	29623	0	20B-2	0
EPI_ISL_550817	29623	0	20B-2	0
EPI_ISL_567477	29623	0	20B-2	0
EPI_ISL_551893	29623	0	20B-2	0
EPI_ISL_552442	29623	0	20B-2	0
EPI_ISL_567288	29623	0	20B-2	0
EPI_ISL_560004	29623	0	20B-2	0
EPI_ISL_530583	29623	0	20B-2	0
EPI_ISL_550866	29623	0	20B-2	0
EPI_ISL_549962	29623	0	20B-2	0
EPI_ISL_568336	29623	0	20B-2	0
EPI_ISL_568461	29623	0	20B-2	0
EPI_ISL_530483	29623	0	20B-2	0
EPI_ISL_568449	29623	0	20B-2	0
EPI_ISL_568371	29623	0	20B-2	0
EPI_ISL_575970	29623	0	20B-2	0
EPI_ISL_551053	29623	0	20B-2	0
EPI_ISL_568433	29623	0	20B-2	0
EPI_ISL_535164	29623	0	20B-2	0
EPI_ISL_540230	29623	0	20B-2	0
EPI_ISL_549434	29623	0	20B-2	0
EPI_ISL_550326	29623	0	20B-2	0
EPI_ISL_551043	29623	0	20B-2	0
EPI_ISL_530552	29623	0	20B-2	0
EPI_ISL_566334	29623	0	20B-2	0
EPI_ISL_560017	29623	0	20B-2	0
EPI_ISL_567586	29623	0	20B-2	0
EPI_ISL_549457	29623	0	20B-2	0
EPI_ISL_567966	29623	0	20B-2	0
EPI_ISL_568451	29623	0	20B-2	0
EPI_ISL_443066	29623	125	20B-2	0
EPI_ISL_470656	29623	212	20B-2	0
EPI_ISL_467560	29623	2643	20A-3	0
EPI_ISL_554202	29623	1	20B-2	0
EPI_ISL_558040	29623	1	20B-2	0
EPI_ISL_478338	29623	0	20B-2	0
EPI_ISL_555240	29623	0	20B-2	0
EPI_ISL_554932	29623	0	20B-2	0
EPI_ISL_452075	29623	0	20C-1	0
EPI_ISL_577927	29623	0	20B-2	0
EPI_ISL_577894	29623	0	20B-2	0
EPI_ISL_461298	29623	0	20A-3	0
EPI_ISL_461370	29623	0	20A-3	0
EPI_ISL_437900	29623	0	20A-1	1
EPI_ISL_550644	29623	1	20B-2	0
EPI_ISL_539047	29623	258	20B-2	0
EPI_ISL_452997	29623	796	20B-2	0
EPI_ISL_540955	29623	197	20B-2	0
EPI_ISL_545254	29623	551	20C-1	0
EPI_ISL_488176	29623	272	20B-2	0
EPI_ISL_447891	29623	2	20C-1	0
EPI_ISL_459589	29623	296	20B-2	0
EPI_ISL_479059	29623	0	20C-1	0
EPI_ISL_547115	29623	507	20C-1	0
EPI_ISL_469689	29623	971	20B-2	0
EPI_ISL_482436	29623	0	20A-3	0
EPI_ISL_524926	29623	0	20A-3	0
EPI_ISL_519299	29623	259	20B-2	0
EPI_ISL_517427	29623	505	20B-1	0
EPI_ISL_539166	29623	179	19A-4	0
EPI_ISL_574889	29623	10	20A-3	0
EPI_ISL_514285	29623	489	20C-1	0
EPI_ISL_559398	29623	5	20B-1	0
EPI_ISL_569438	29623	1	20A-2	0
EPI_ISL_562397	29623	1526	20B-2	0
EPI_ISL_443448	29623	296	20B-2	0
EPI_ISL_535092	29623	753	20B-2	0
EPI_ISL_577893	29623	0	20A-1	0
EPI_ISL_551794	29623	1	20B-1	0
EPI_ISL_446492	29623	277	19A-1	0
EPI_ISL_511648	29623	0	20C-1	0
EPI_ISL_530027	29623	0	20A-3	0
EPI_ISL_565573	29623	150	20B-2	0
EPI_ISL_438358	29623	215	20A-3	1
EPI_ISL_449225	29623	0	20A-3	0
EPI_ISL_495988	29623	0	20C-1	0
EPI_ISL_479782	29623	0	20B-2	0
EPI_ISL_485310	29623	127	20C-1	0
EPI_ISL_574956	29623	11	20A-3	0
EPI_ISL_538230	29623	2395	19B-4	0
EPI_ISL_466172	29623	688	20A-3	0
EPI_ISL_564509	29623	0	20B-2	0
EPI_ISL_564019	29623	0	20B-2	0
EPI_ISL_450725	29623	0	20A-3	0
EPI_ISL_489355	29623	1	20B-2	0
EPI_ISL_469859	29623	273	20B-2	0
EPI_ISL_440041	29623	296	19A-4	0
EPI_ISL_528001	29623	0	20A-3	0
EPI_ISL_559786	29623	0	20B-2	0
EPI_ISL_490838	29623	2	20B-2	0
EPI_ISL_428840	29623	25	19A-3	0
EPI_ISL_499602	29623	805	20B-1	0
EPI_ISL_460692	29623	194	20A-3	0
EPI_ISL_458476	29623	297	20B-2	0
EPI_ISL_466059	29623	152	20B-2	0
EPI_ISL_525739	29623	0	20C-1	0
EPI_ISL_495388	29623	289	20C-1	0
EPI_ISL_512152	29623	299	20B-2	0
EPI_ISL_430029	29623	1036	20C-1	0
EPI_ISL_493443	29623	267	20B-1	0
EPI_ISL_427273	29623	4	20C-1	0
EPI_ISL_432013	29623	976	20B-2	0
EPI_ISL_431924	29623	2498	19A-1	0
EPI_ISL_570009	29623	2	20B-2	0
EPI_ISL_458348	29623	295	20B-2	0
EPI_ISL_540691	29623	202	20B-2	0
EPI_ISL_439610	29623	295	19A-1	0
EPI_ISL_514493	29623	222	19A-4	0
EPI_ISL_564173	29623	207	20B-2	0
EPI_ISL_534847	29623	0	20A-2	0
EPI_ISL_534994	29623	0	20A-2	0
