accession	parent_clade1	parent_clade2	tclade1_dist	clade2_dist	num_supporting_SNPs	recombination_break_points	breakpoint_midpoint_sites
EPI_ISL_428683	20A-3	19B-2	4	2	6	4	1521,5791,18787,25655
EPI_ISL_428683	20A-2	19B-2	5	2	7	4	1521,5791,18787,24365
EPI_ISL_428683	20A-1	19B-2	6	2	8	4	1521,5791,21022,24365
EPI_ISL_428683	20C-1	19B-2	6	2	8	4	1930,5791,18787,24365
EPI_ISL_428683	20A-3	19B-3	4	5	9	4	1521,5791,15959,25655
EPI_ISL_428683	20B-2	19B-2	7	2	9	4	1521,5791,18787,25655
EPI_ISL_428683	20A-2	19B-3	5	5	10	4	1521,5791,15959,24365
EPI_ISL_428683	20B-1	19B-2	9	2	11	4	1521,5791,18787,23449
EPI_ISL_428683	20C-1	19B-3	6	5	11	4	1930,5791,15959,24365
EPI_ISL_428683	20B-2	19B-3	7	5	12	4	1521,5791,15959,25655
EPI_ISL_428683	20B-1	19B-3	9	5	14	4	1521,5791,15959,23449
EPI_ISL_428683	20A-3	19B-1	4	9	13	5	247,5861,16454,27992,28804
EPI_ISL_428683	20B-2	19B-1	7	9	16	5	247,5861,16454,27992,29173
EPI_ISL_428683	20A-1	19B-3	6	5	11	6	1521,5791,15959,18350,21022,24365
EPI_ISL_428683	20A-3	19B-4	4	7	11	7	1521,5791,9011,11824,14488,26943,28282
EPI_ISL_428683	20A-2	19B-1	5	9	14	7	247,5861,16454,24680,26028,27992,28804
EPI_ISL_428683	20B-1	19B-1	9	9	18	7	247,5861,16454,23449,23764,27992,29173
EPI_ISL_428683	20B-2	19B-4	7	7	14	8	1521,5791,9011,11824,14488,26943,28282,28754
EPI_ISL_428683	20A-2	19B-4	5	7	12	9	1521,5791,9011,11824,14488,24365,25653,26943,28282
EPI_ISL_428683	20C-1	19B-4	6	7	13	9	1930,5791,9011,11824,14488,24365,25653,26943,28282
EPI_ISL_428683	20A-1	19B-1	6	9	15	9	247,5861,16454,18688,21022,24680,26028,27992,28804
EPI_ISL_428683	20C-1	19B-1	6	9	15	9	247,656,1930,5861,16454,24680,26028,27992,28804
EPI_ISL_428683	20B-1	19B-4	9	7	16	10	1521,5791,9011,9669,14488,23449,24737,26943,28282,28754
EPI_ISL_428683	20A-1	19B-4	6	7	13	11	1521,5791,9011,11824,14488,16723,21022,24365,25653,26943,28282
EPI_ISL_430339	19A-1	20A-3	2	2	4	2	1521,18787
EPI_ISL_430339	19A-1	20A-2	2	3	5	2	1521,18787
EPI_ISL_430339	19A-1	20A-1	2	4	6	2	1521,16524
EPI_ISL_430339	19A-1	20C-1	2	4	6	2	1930,18787
EPI_ISL_430339	20B-2	19A-1	5	2	7	2	1521,18787
EPI_ISL_430339	20A-3	19B-2	2	4	6	3	1521,18787,25655
EPI_ISL_430339	19A-2	20A-3	5	2	7	3	701,18787,25927
EPI_ISL_430339	19A-4	20A-3	5	2	7	3	1521,18986,24655
EPI_ISL_430339	20A-2	19B-2	3	4	7	3	1521,18787,26735
EPI_ISL_430339	19A-2	20A-2	5	3	8	3	701,18787,27007
EPI_ISL_430339	19A-4	20A-2	5	3	8	3	1521,18986,25735
EPI_ISL_430339	20A-1	19B-2	4	4	8	3	1521,16524,26735
EPI_ISL_430339	20C-1	19B-2	4	4	8	3	1930,18787,26735
EPI_ISL_430339	19A-2	20A-1	5	4	9	3	701,16524,27007
EPI_ISL_430339	19A-2	20C-1	5	4	9	3	1110,18787,27007
EPI_ISL_430339	19A-3	20A-3	7	2	9	3	1521,18787,23548
EPI_ISL_430339	19A-4	20A-1	5	4	9	3	1521,16723,25735
EPI_ISL_430339	19A-4	20C-1	5	4	9	3	1930,18986,25735
EPI_ISL_430339	20A-3	19B-3	2	7	9	3	1521,20613,25655
EPI_ISL_430339	20A-2	19B-3	3	7	10	3	1521,20613,26735
EPI_ISL_430339	20A-1	19B-3	4	7	11	3	1521,18350,26735
EPI_ISL_430339	20A-3	19B-4	2	9	11	3	1521,18986,24573
EPI_ISL_430339	20C-1	19B-3	4	7	11	3	1930,20613,26735
EPI_ISL_430339	20A-2	19B-4	3	9	12	3	1521,18986,25653
EPI_ISL_430339	20A-1	19B-4	4	9	13	3	1521,16723,25653
EPI_ISL_430339	20A-3	19B-1	2	11	13	3	247,20951,23600
EPI_ISL_430339	20C-1	19B-4	4	9	13	3	1930,18986,25653
EPI_ISL_430339	20B-1	19A-1	7	2	9	4	1521,6449,12134,18787
EPI_ISL_430339	20B-2	19B-2	5	4	9	4	1521,18787,25655,28394
EPI_ISL_430339	20B-2	19A-2	5	5	10	4	701,18787,25927,28666
EPI_ISL_430339	20B-2	19A-4	5	5	10	4	1521,18986,24655,27394
EPI_ISL_430339	20B-2	19A-3	5	7	12	4	1521,18787,23548,28478
EPI_ISL_430339	20B-2	19B-3	5	7	12	4	1521,20613,25655,28394
EPI_ISL_430339	20B-2	19B-4	5	9	14	4	1521,18986,24573,28754
EPI_ISL_430339	19A-3	20A-2	7	3	10	5	1521,18787,23548,24628,26819
EPI_ISL_430339	19A-3	20A-1	7	4	11	5	1521,16524,23548,24628,26819
EPI_ISL_430339	19A-3	20C-1	7	4	11	5	1930,18787,23548,24628,26819
EPI_ISL_430339	20A-2	19B-1	3	11	14	5	247,20951,23600,24680,26028
EPI_ISL_430339	20A-1	19B-1	4	11	15	5	247,18688,23600,24680,26028
EPI_ISL_430339	20B-2	19B-1	5	11	16	5	247,20951,23600,28394,29173
EPI_ISL_430339	20B-1	19B-2	7	4	11	6	1521,9321,12134,18787,25819,28394
EPI_ISL_430339	19A-4	20B-1	5	7	12	6	1521,6449,10472,18986,24819,27394
EPI_ISL_430339	20B-1	19A-2	7	5	12	6	701,6449,10472,18787,26091,28666
EPI_ISL_430339	20B-1	19A-3	7	7	14	6	1521,8086,10472,18787,23712,28478
EPI_ISL_430339	20B-1	19B-3	7	7	14	6	1521,9321,12134,20613,25819,28394
EPI_ISL_430339	20B-1	19B-4	7	9	16	6	1521,9669,12134,18986,24737,28754
EPI_ISL_430339	20C-1	19B-1	4	11	15	7	247,656,1930,20951,23600,24680,26028
EPI_ISL_430339	20B-1	19B-1	7	11	18	7	247,9321,12134,20951,23764,28394,29173
EPI_ISL_433523	19A-4	19B-4	3	5	8	4	18413,27026,28282,28642
EPI_ISL_433523	19A-2	19B-4	5	5	10	5	4971,12826,26943,28282,28657
EPI_ISL_433523	19A-3	19B-4	7	5	12	5	7429,12288,26943,28109,28642
EPI_ISL_434562	19A-4	20A-3	3	4	7	3	12627,18986,24655
EPI_ISL_434562	19A-4	20A-2	3	5	8	3	12627,18986,25735
EPI_ISL_434562	19A-4	20A-1	3	6	9	3	12627,16723,25735
EPI_ISL_434562	19A-4	20C-1	3	6	9	3	12627,18986,25735
EPI_ISL_434562	20B-2	19A-4	7	3	10	4	12627,18986,24655,27394
EPI_ISL_434562	19A-4	20B-1	3	9	12	4	12627,18986,24819,27394
EPI_ISL_434562	19A-2	20A-3	3	4	7	5	701,2099,12627,18787,25927
EPI_ISL_434562	19A-2	20A-2	3	5	8	5	701,2099,12627,18787,27007
EPI_ISL_434562	19A-2	20A-1	3	6	9	5	701,2099,12627,16524,27007
EPI_ISL_434562	19A-2	20C-1	3	6	9	5	1110,2099,12627,18787,27007
EPI_ISL_434562	19A-3	20A-3	5	4	9	5	4556,8579,12288,18787,23548
EPI_ISL_434562	20B-2	19A-2	7	3	10	6	701,2099,12627,18787,25927,28666
EPI_ISL_434562	20B-1	19A-2	9	3	12	6	701,2099,12627,18787,26091,28666
EPI_ISL_434562	20B-2	19A-3	7	5	12	6	4556,8579,12288,18787,23548,28478
EPI_ISL_434562	20B-1	19A-3	9	5	14	6	4556,8086,12288,18787,23712,28478
EPI_ISL_434562	19A-3	20A-2	5	5	10	7	4556,8579,12288,18787,23548,24628,26819
EPI_ISL_434562	19A-3	20A-1	5	6	11	7	4556,8579,12288,16524,23548,24628,26819
EPI_ISL_434562	19A-3	20C-1	5	6	11	7	4556,8579,12288,18787,23548,24628,26819
EPI_ISL_435657	19A-1	20A-1	3	3	6	5	1521,8604,16524,21022,24365
EPI_ISL_435657	20A-1	19B-2	3	5	8	5	1521,11477,16524,21022,24365
EPI_ISL_435657	19A-2	20A-1	6	3	9	5	701,12627,16524,21022,24365
EPI_ISL_435657	19A-4	20A-1	6	3	9	5	1521,12627,14488,21022,24365
EPI_ISL_435657	19A-3	20A-1	8	3	11	5	1521,13951,16524,21022,23548
EPI_ISL_435657	20A-1	19B-3	3	8	11	5	1521,11477,15959,21022,24365
EPI_ISL_435657	20A-1	19B-4	3	10	13	5	1521,11824,14488,21022,24365
EPI_ISL_435657	20A-1	19B-1	3	12	15	5	247,11477,16454,21022,23600
EPI_ISL_437203	19A-1	20A-3	2	2	4	2	1521,18787
EPI_ISL_437203	19A-1	20A-2	2	3	5	3	1521,18787,24365
EPI_ISL_437203	19A-1	20A-1	2	4	6	3	1521,21022,24365
EPI_ISL_437203	19A-1	20C-1	2	4	6	3	532,18787,24365
EPI_ISL_437203	20B-2	19A-1	5	2	7	3	1521,18787,26024
EPI_ISL_437203	20B-1	19A-1	7	2	9	3	1521,18787,23449
EPI_ISL_437203	20A-3	19B-2	2	4	6	4	1521,5791,11477,18787
EPI_ISL_437203	19A-2	20A-3	5	2	7	4	2099,6942,12627,18787
EPI_ISL_437203	19A-4	20A-3	5	2	7	4	1521,6942,12627,14488
EPI_ISL_437203	19A-3	20A-3	7	2	9	4	1521,4556,13951,18787
EPI_ISL_437203	20A-3	19B-3	2	7	9	4	1521,5791,11477,15959
EPI_ISL_437203	20A-3	19B-4	2	9	11	4	1521,5791,11824,14488
EPI_ISL_437203	20A-3	19B-1	2	11	13	4	1645,2989,11477,16454
EPI_ISL_437203	20B-2	19B-2	5	4	9	5	1521,5791,11477,18787,28394
EPI_ISL_437203	20B-2	19A-2	5	5	10	5	2099,6942,12627,18787,28666
EPI_ISL_437203	20B-2	19A-4	5	5	10	5	1521,6942,12627,14488,27394
EPI_ISL_437203	20B-2	19A-3	5	7	12	5	1521,4556,13951,18787,28478
EPI_ISL_437203	20B-2	19B-3	5	7	12	5	1521,5791,11477,15959,28394
EPI_ISL_437203	20B-2	19B-4	5	9	14	5	1521,5791,11824,14488,28754
EPI_ISL_437203	20A-2	19B-2	3	4	7	6	1521,5791,11477,18787,24365,26735
EPI_ISL_437203	19A-2	20A-2	5	3	8	6	2099,6942,12627,18787,24365,27007
EPI_ISL_437203	19A-4	20A-2	5	3	8	6	1521,6942,12627,14488,24365,25735
EPI_ISL_437203	20A-1	19B-2	4	4	8	6	1521,5791,11477,21022,24365,26735
EPI_ISL_437203	20C-1	19B-2	4	4	8	6	532,5791,11477,18787,24365,26735
EPI_ISL_437203	19A-2	20A-1	5	4	9	6	2099,6942,12627,21022,24365,27007
EPI_ISL_437203	19A-4	20C-1	5	4	9	6	532,6942,12627,14488,24365,25735
EPI_ISL_437203	19A-3	20A-2	7	3	10	6	1521,4556,13951,18787,24628,26819
EPI_ISL_437203	20A-2	19B-3	3	7	10	6	1521,5791,11477,15959,24365,26735
EPI_ISL_437203	19A-3	20A-1	7	4	11	6	1521,4556,13951,21022,24628,26819
EPI_ISL_437203	19A-3	20C-1	7	4	11	6	532,4556,13951,18787,24628,26819
EPI_ISL_437203	20C-1	19B-3	4	7	11	6	532,5791,11477,15959,24365,26735
EPI_ISL_437203	20A-2	19B-4	3	9	12	6	1521,5791,11824,14488,24365,25653
EPI_ISL_437203	20C-1	19B-4	4	9	13	6	532,5791,11824,14488,24365,25653
EPI_ISL_437203	20A-2	19B-1	3	11	14	6	1645,2989,11477,16454,24680,26028
EPI_ISL_437203	20C-1	19B-1	4	11	15	6	656,2989,11477,16454,24680,26028
EPI_ISL_437203	20B-2	19B-1	5	11	16	6	1645,2989,11477,16454,28394,29173
EPI_ISL_437203	20B-1	19B-2	7	4	11	7	1521,5791,9321,18787,23449,25819,28394
EPI_ISL_437203	19A-4	20B-1	5	7	12	7	1521,10472,12627,14488,23449,24819,27394
EPI_ISL_437203	20B-1	19A-2	7	5	12	7	2099,10472,12627,18787,23449,26091,28666
EPI_ISL_437203	20B-1	19B-3	7	7	14	7	1521,5791,9321,15959,23449,25819,28394
EPI_ISL_437203	20B-1	19B-4	7	9	16	7	1521,5791,9669,14488,23449,24737,28754
EPI_ISL_437203	19A-2	20C-1	5	4	9	8	532,1110,2099,6942,12627,18787,24365,27007
EPI_ISL_437203	19A-4	20A-1	5	4	9	8	1521,6942,12627,14488,16723,21022,24365,25735
EPI_ISL_437203	20A-1	19B-3	4	7	11	8	1521,5791,11477,15959,18350,21022,24365,26735
EPI_ISL_437203	20A-1	19B-4	4	9	13	8	1521,5791,11824,14488,16723,21022,24365,25653
EPI_ISL_437203	20A-1	19B-1	4	11	15	8	1645,2989,11477,16454,18688,21022,24680,26028
EPI_ISL_437203	20B-1	19B-1	7	11	18	8	1645,2989,9321,16454,23449,23764,28394,29173
EPI_ISL_437203	20B-1	19A-3	7	7	14	9	1521,4556,8086,10472,13951,18787,23449,23712,28478
EPI_ISL_437300	20B-2	19A-1	4	3	7	3	1521,18787,28763
EPI_ISL_437300	20B-1	19A-1	6	3	9	5	1521,18787,23449,26188,28763
EPI_ISL_437300	20B-2	19B-2	4	5	9	5	1521,5791,11477,18787,28763
EPI_ISL_437300	20B-2	19A-2	4	6	10	5	2099,6942,12627,18787,28763
EPI_ISL_437300	20B-2	19A-4	4	6	10	5	1521,6942,12627,14488,28763
EPI_ISL_437300	20B-2	19A-3	4	8	12	5	1521,4556,13951,18787,28763
EPI_ISL_437300	20B-2	19B-3	4	8	12	5	1521,5791,11477,15959,28763
EPI_ISL_437300	20B-2	19B-4	4	10	14	5	1521,5791,11824,14488,28763
EPI_ISL_437300	20B-2	19B-1	4	12	16	6	1645,2989,11477,16454,28763,29173
EPI_ISL_437300	20B-1	19B-2	6	5	11	7	1521,5791,9321,18787,23449,25819,28763
EPI_ISL_437300	19A-4	20B-1	6	6	12	7	1521,10472,12627,14488,23449,24819,28763
EPI_ISL_437300	20B-1	19A-2	6	6	12	7	2099,10472,12627,18787,23449,26091,28763
EPI_ISL_437300	20B-1	19B-3	6	8	14	7	1521,5791,9321,15959,23449,25819,28763
EPI_ISL_437300	20B-1	19B-4	6	10	16	7	1521,5791,9669,14488,23449,24737,28763
EPI_ISL_437300	20B-1	19B-1	6	12	18	8	1645,2989,9321,16454,23449,23764,28763,29173
EPI_ISL_437300	20B-1	19A-3	6	8	14	9	1521,4556,8086,10472,13951,18787,23449,23712,28763
EPI_ISL_437315	19A-2	20C-1	7	2	9	3	532,6942,12627
EPI_ISL_437315	19A-4	20C-1	7	2	9	3	532,6942,12627
EPI_ISL_437315	19A-3	20C-1	9	2	11	3	532,8579,12288
EPI_ISL_437332	19A-2	20A-2	6	2	8	3	701,6942,12627
EPI_ISL_437332	19A-4	20A-2	6	2	8	3	1521,6942,12627
EPI_ISL_437332	19A-2	20C-1	6	3	9	3	1110,6942,12627
EPI_ISL_437332	19A-4	20C-1	6	3	9	3	1930,6942,12627
EPI_ISL_437332	19A-3	20A-2	8	2	10	3	1521,8579,12288
EPI_ISL_437332	19A-3	20C-1	8	3	11	3	1930,8579,12288
EPI_ISL_437332	19A-2	20A-1	6	3	9	5	701,6942,12627,16524,21022
EPI_ISL_437332	19A-4	20A-1	6	3	9	5	1521,6942,12627,16723,21022
EPI_ISL_437332	19A-3	20A-1	8	3	11	5	1521,8579,12288,16524,21022
EPI_ISL_437495	20A-1	19B-2	6	2	8	4	16524,21022,24365,26735
EPI_ISL_437495	20A-1	19B-3	6	5	11	4	15959,21022,24365,26735
EPI_ISL_437495	20A-1	19B-4	6	7	13	7	9011,11824,14488,21022,24365,26943,28282
EPI_ISL_437495	20A-1	19B-1	6	9	15	9	247,1645,2989,5861,16454,21022,23600,27992,28804
EPI_ISL_437716	19A-1	20A-1	4	2	6	3	1521,8604,24365
EPI_ISL_437716	20A-1	19B-2	2	6	8	4	1521,5791,24365,26735
EPI_ISL_437716	19A-2	20A-1	7	2	9	4	2099,6942,24365,27007
EPI_ISL_437716	19A-4	20A-1	7	2	9	4	1521,6942,24365,25735
EPI_ISL_437716	19A-3	20A-1	9	2	11	4	1521,4556,24628,26819
EPI_ISL_437716	20A-1	19B-3	2	9	11	4	1521,5791,24365,26735
EPI_ISL_437716	20A-1	19B-4	2	11	13	4	1521,5791,24365,25653
EPI_ISL_437716	20A-1	19B-1	2	13	15	4	1645,2989,24680,26028
EPI_ISL_439137	20A-3	19B-2	4	2	6	2	11477,25655
EPI_ISL_439137	20A-2	19B-2	5	2	7	2	11477,24365
EPI_ISL_439137	20C-1	19B-2	6	2	8	2	11477,24365
EPI_ISL_439137	20A-3	19B-3	4	5	9	2	11477,25655
EPI_ISL_439137	20B-2	19B-2	7	2	9	2	11477,25655
EPI_ISL_439137	20A-2	19B-3	5	5	10	2	11477,24365
EPI_ISL_439137	20B-1	19B-2	9	2	11	2	12134,23449
EPI_ISL_439137	20C-1	19B-3	6	5	11	2	11477,24365
EPI_ISL_439137	20B-2	19B-3	7	5	12	2	11477,25655
EPI_ISL_439137	20B-1	19B-3	9	5	14	2	12134,23449
EPI_ISL_439137	20A-3	19B-4	4	7	11	3	9011,26943,28282
EPI_ISL_439137	20A-1	19B-2	6	2	8	4	11477,16524,21022,24365
EPI_ISL_439137	20A-1	19B-3	6	5	11	4	11477,18350,21022,24365
EPI_ISL_439137	20B-2	19B-4	7	7	14	4	9011,26943,28282,28754
EPI_ISL_439137	20A-2	19B-4	5	7	12	5	9011,24365,25653,26943,28282
EPI_ISL_439137	20C-1	19B-4	6	7	13	5	9011,24365,25653,26943,28282
EPI_ISL_439137	20A-1	19B-4	6	7	13	7	9011,16723,21022,24365,25653,26943,28282
EPI_ISL_439137	20A-3	19B-1	4	9	13	7	247,1645,2989,5861,11477,27992,28804
EPI_ISL_439137	20B-2	19B-1	7	9	16	7	247,1645,2989,5861,11477,27992,29173
EPI_ISL_439137	20B-1	19B-4	9	7	16	8	9011,9669,12134,23449,24737,26943,28282,28754
EPI_ISL_439137	20A-2	19B-1	5	9	14	9	247,1645,2989,5861,11477,24680,26028,27992,28804
EPI_ISL_439137	20C-1	19B-1	6	9	15	9	247,656,2989,5861,11477,24680,26028,27992,28804
EPI_ISL_439137	20B-1	19B-1	9	9	18	9	247,1645,2989,5861,12134,23449,23764,27992,29173
EPI_ISL_439137	20A-1	19B-1	6	9	15	11	247,1645,2989,5861,11477,18688,21022,24680,26028,27992,28804
EPI_ISL_443622	19A-3	20A-3	7	2	9	2	8579,13951
EPI_ISL_443622	20B-2	19A-3	5	7	12	3	8579,13951,28478
EPI_ISL_443622	19A-3	20A-2	7	3	10	4	8579,13951,24628,26819
EPI_ISL_443622	20B-1	19A-3	7	7	14	5	8086,13951,23449,23712,28478
EPI_ISL_443622	19A-3	20A-1	7	4	11	6	8579,13951,16524,21022,24628,26819
EPI_ISL_443622	19A-3	20C-1	7	4	11	6	532,1930,8579,13951,24628,26819
EPI_ISL_444583	20C-1	19B-1	6	9	15	7	247,2989,11477,20951,24680,27992,28804
EPI_ISL_444585	19A-1	19B-1	7	2	9	4	5861,13641,21267,25263
EPI_ISL_444585	19A-2	19B-1	10	2	12	4	5861,9814,21267,25263
EPI_ISL_444585	19A-4	19B-1	10	2	12	4	5861,9814,21267,24971
EPI_ISL_444585	20A-3	19B-1	11	2	13	4	5861,11477,23600,25263
EPI_ISL_444585	19A-3	19B-1	12	2	14	4	7429,9814,23863,25263
EPI_ISL_444585	20A-2	19B-1	12	2	14	4	5861,11477,23600,24680
EPI_ISL_444585	20A-1	19B-1	13	2	15	4	5861,11477,23600,24680
EPI_ISL_444585	20C-1	19B-1	13	2	15	4	5861,11477,23600,24680
EPI_ISL_444585	20B-2	19B-1	14	2	16	4	5861,11477,23600,25263
EPI_ISL_444585	20B-1	19B-1	16	2	18	4	5861,9321,23764,25263
EPI_ISL_444588	20A-3	19B-1	9	4	13	5	247,5861,11477,20951,25263
EPI_ISL_444588	20A-2	19B-1	10	4	14	5	247,5861,11477,20951,24680
EPI_ISL_444588	20A-1	19B-1	11	4	15	5	247,5861,11477,21022,24680
EPI_ISL_444588	20C-1	19B-1	11	4	15	5	247,5861,11477,20951,24680
EPI_ISL_444588	20B-2	19B-1	12	4	16	5	247,5861,11477,20951,25263
EPI_ISL_444588	20B-1	19B-1	14	4	18	7	247,5861,9321,20951,23449,23764,25263
EPI_ISL_445110	19A-2	20C-1	5	4	9	3	532,1110,12627
EPI_ISL_445842	19A-3	19A-2	3	3	6	2	3736,26002
EPI_ISL_445842	19A-1	19A-3	2	3	5	3	8579,12288,26002
EPI_ISL_445842	19A-4	19A-3	3	3	6	3	14149,19249,24918
EPI_ISL_445842	19A-3	19B-2	3	4	7	3	7429,12288,25918
EPI_ISL_445842	19A-3	19B-3	3	7	10	5	7429,12288,15620,20876,25918
EPI_ISL_445842	19A-3	19B-4	3	9	12	5	7429,12288,14149,19249,24836
EPI_ISL_445842	19A-3	20A-3	3	6	9	6	4556,8579,12288,13951,23548,26002
EPI_ISL_445842	19A-3	20A-2	3	7	10	6	4556,8579,12288,13951,23548,24628
EPI_ISL_445842	19A-3	20A-1	3	8	11	6	4556,8579,12288,13951,23548,24628
EPI_ISL_445842	19A-3	20C-1	3	8	11	6	4556,8579,12288,13951,23548,24628
EPI_ISL_445842	20B-2	19A-3	9	3	12	6	4556,8579,12288,13951,23548,26002
EPI_ISL_445842	19A-3	19B-1	3	11	14	6	4626,7429,12288,16115,21214,23863
EPI_ISL_445842	20B-1	19A-3	11	3	14	6	4556,8086,12288,13951,23712,26002
EPI_ISL_446166	19A-1	20A-3	2	2	4	2	1521,18787
EPI_ISL_446166	19A-1	20A-2	2	3	5	3	1521,18787,24365
EPI_ISL_446166	19A-1	20A-1	2	4	6	3	1521,21022,24365
EPI_ISL_446166	19A-1	20C-1	2	4	6	3	532,18787,24365
EPI_ISL_446166	20B-2	19A-1	5	2	7	3	1521,18787,26024
EPI_ISL_446166	20B-1	19A-1	7	2	9	3	1521,18787,23449
EPI_ISL_446166	20A-3	19B-2	2	4	6	4	1521,5791,11477,18787
EPI_ISL_446166	19A-2	20A-3	5	2	7	4	2099,6942,12627,18787
EPI_ISL_446166	19A-4	20A-3	5	2	7	4	1521,6942,12627,14488
EPI_ISL_446166	19A-3	20A-3	7	2	9	4	1521,4556,13951,18787
EPI_ISL_446166	20A-3	19B-3	2	7	9	4	1521,5791,11477,15959
EPI_ISL_446166	20A-3	19B-4	2	9	11	4	1521,5791,11824,14488
EPI_ISL_446166	20A-3	19B-1	2	11	13	4	1645,2989,11477,16454
EPI_ISL_446166	20B-2	19B-2	5	4	9	5	1521,5791,11477,18787,28394
EPI_ISL_446166	20B-2	19A-2	5	5	10	5	2099,6942,12627,18787,28666
EPI_ISL_446166	20B-2	19A-4	5	5	10	5	1521,6942,12627,14488,27394
EPI_ISL_446166	20B-2	19A-3	5	7	12	5	1521,4556,13951,18787,28478
EPI_ISL_446166	20B-2	19B-3	5	7	12	5	1521,5791,11477,15959,28394
EPI_ISL_446166	20B-2	19B-4	5	9	14	5	1521,5791,11824,14488,28754
EPI_ISL_446166	20A-2	19B-2	3	4	7	6	1521,5791,11477,18787,24365,26735
EPI_ISL_446166	19A-2	20A-2	5	3	8	6	2099,6942,12627,18787,24365,27007
EPI_ISL_446166	19A-4	20A-2	5	3	8	6	1521,6942,12627,14488,24365,25735
EPI_ISL_446166	20A-1	19B-2	4	4	8	6	1521,5791,11477,21022,24365,26735
EPI_ISL_446166	20C-1	19B-2	4	4	8	6	532,5791,11477,18787,24365,26735
EPI_ISL_446166	19A-2	20A-1	5	4	9	6	2099,6942,12627,21022,24365,27007
EPI_ISL_446166	19A-4	20C-1	5	4	9	6	532,6942,12627,14488,24365,25735
EPI_ISL_446166	19A-3	20A-2	7	3	10	6	1521,4556,13951,18787,24628,26819
EPI_ISL_446166	20A-2	19B-3	3	7	10	6	1521,5791,11477,15959,24365,26735
EPI_ISL_446166	19A-3	20A-1	7	4	11	6	1521,4556,13951,21022,24628,26819
EPI_ISL_446166	19A-3	20C-1	7	4	11	6	532,4556,13951,18787,24628,26819
EPI_ISL_446166	20C-1	19B-3	4	7	11	6	532,5791,11477,15959,24365,26735
EPI_ISL_446166	20A-2	19B-4	3	9	12	6	1521,5791,11824,14488,24365,25653
EPI_ISL_446166	20C-1	19B-4	4	9	13	6	532,5791,11824,14488,24365,25653
EPI_ISL_446166	20A-2	19B-1	3	11	14	6	1645,2989,11477,16454,24680,26028
EPI_ISL_446166	20C-1	19B-1	4	11	15	6	656,2989,11477,16454,24680,26028
EPI_ISL_446166	20B-2	19B-1	5	11	16	6	1645,2989,11477,16454,28394,29173
EPI_ISL_446166	20B-1	19B-2	7	4	11	7	1521,5791,9321,18787,23449,25819,28394
EPI_ISL_446166	19A-4	20B-1	5	7	12	7	1521,10472,12627,14488,23449,24819,27394
EPI_ISL_446166	20B-1	19A-2	7	5	12	7	2099,10472,12627,18787,23449,26091,28666
EPI_ISL_446166	20B-1	19B-3	7	7	14	7	1521,5791,9321,15959,23449,25819,28394
EPI_ISL_446166	20B-1	19B-4	7	9	16	7	1521,5791,9669,14488,23449,24737,28754
EPI_ISL_446166	19A-2	20C-1	5	4	9	8	532,1110,2099,6942,12627,18787,24365,27007
EPI_ISL_446166	19A-4	20A-1	5	4	9	8	1521,6942,12627,14488,16723,21022,24365,25735
EPI_ISL_446166	20A-1	19B-3	4	7	11	8	1521,5791,11477,15959,18350,21022,24365,26735
EPI_ISL_446166	20A-1	19B-4	4	9	13	8	1521,5791,11824,14488,16723,21022,24365,25653
EPI_ISL_446166	20A-1	19B-1	4	11	15	8	1645,2989,11477,16454,18688,21022,24680,26028
EPI_ISL_446166	20B-1	19B-1	7	11	18	8	1645,2989,9321,16454,23449,23764,28394,29173
EPI_ISL_446166	20B-1	19A-3	7	7	14	9	1521,4556,8086,10472,13951,18787,23449,23712,28478
EPI_ISL_446484	19A-3	19A-2	3	3	6	2	3736,26002
EPI_ISL_446484	19A-1	19A-3	2	3	5	3	8579,12288,26002
EPI_ISL_446484	19A-4	19A-3	3	3	6	3	14149,19249,24918
EPI_ISL_446484	19A-3	19B-2	3	4	7	3	7429,12288,25918
EPI_ISL_446484	19A-3	19B-3	3	7	10	5	7429,12288,15620,20876,25918
EPI_ISL_446484	19A-3	19B-4	3	9	12	5	7429,12288,14149,19249,24836
EPI_ISL_446484	19A-3	20A-3	3	6	9	6	4556,8579,12288,13951,23548,26002
EPI_ISL_446484	19A-3	20A-2	3	7	10	6	4556,8579,12288,13951,23548,24628
EPI_ISL_446484	19A-3	20A-1	3	8	11	6	4556,8579,12288,13951,23548,24628
EPI_ISL_446484	19A-3	20C-1	3	8	11	6	4556,8579,12288,13951,23548,24628
EPI_ISL_446484	20B-2	19A-3	9	3	12	6	4556,8579,12288,13951,23548,26002
EPI_ISL_446484	19A-3	19B-1	3	11	14	6	4626,7429,12288,16115,21214,23863
EPI_ISL_446484	20B-1	19A-3	11	3	14	6	4556,8086,12288,13951,23712,26002
EPI_ISL_446494	19A-3	19A-2	3	3	6	2	3736,26002
EPI_ISL_446494	19A-1	19A-3	2	3	5	3	8579,12288,26002
EPI_ISL_446494	19A-4	19A-3	3	3	6	3	14149,19249,24918
EPI_ISL_446494	19A-3	19B-2	3	4	7	3	7429,12288,25918
EPI_ISL_446494	19A-3	19B-3	3	7	10	5	7429,12288,15620,20876,25918
EPI_ISL_446494	19A-3	19B-4	3	9	12	5	7429,12288,14149,19249,24836
EPI_ISL_446494	19A-3	20A-3	3	6	9	6	4556,8579,12288,13951,23548,26002
